Foldername,sentenceID,sentence,citations,citation_titles,citation_authors,citation_abstract,PaperID,ParagraphID,Bibliography used
usable_dataset/2005.00702,urn:uuid:8a3bf656-2e8d-393a-8bb7-a4cfb57aa694,"They achieve this by extracting probability distribution of words given their context, using a pre-trained GPT-2  and then providing this information to humans.",['radford2019language'],['Language models are unsupervised multitask learners'],"[[Person('Radford, Alec'), Person('Wu, Jeffrey'), Person('Child, Rewon'), Person('Luan, David'), Person('Amodei, Dario'), Person('Sutskever, Ilya')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:0f645d4d-05a9-3e3a-9b4c-669e89e98049,performs neural fake news detection by identifying if the given news article is written by a human or their fake news generation model called GROVER.,['zellers2019defending'],['Defending Against Neural Fake News'],"[[Person('Zellers, Rowan'), Person('Holtzman, Ari'), Person('Rashkin, Hannah'), Person('Bisk, Yonatan'), Person('Farhadi, Ali'), Person('Roesner, Franziska'), Person('Choi, Yejin')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:2fc0b160-bd83-329b-99a9-b5c9e70dcefe,also tries to distinguish between human and language model generated text.,['bakhtin2019real'],['Real or Fake? Learning to Discriminate Machine from Human Generated Text'],"[[Person('Bakhtin, Anton'), Person('Gross, Sam'), Person('Ott, Myle'), Person('Deng, Yuntian'), Person(""Ranzato, Marc'Aurelio""), Person('Szlam, Arthur')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.14137,urn:uuid:03c0889a-57e8-3e1f-b88d-b882ebd55025,Boundary Attack  is one of the first work that uses final decisions of a classifier to perform blackbox attacks.,['brendel2017decision'],['Decision-based adversarial attacks: Reliable attacks against black-box machine learning models'],"[[Person('Brendel, Wieland'), Person('Rauber, Jonas'), Person('Bethge, Matthias')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:9eb3c66f-54a4-3ccc-abf2-6d1972433ae3,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:009dc301-b5db-31df-bfac-7f5f8c460385,"propose to choose the random perturbation in each step more wisely instead of Gaussian perturbation, using Perlin noise, alpha distribution and DCT respectively.","['brunner2019guessing', 'srinivasan2019black', 'guo2018low']","['Guessing smart: Biased sampling for efficient black-box adversarial attacks', 'Black-Box Decision based Adversarial Attack with Symmetric alpha-stable Distribution', 'Low frequency adversarial perturbation']","[[Person('Brunner, Thomas'), Person('Diehl, Frederik'), Person('Le, Michael Truong'), Person('Knoll, Alois')], [Person('Srinivasan, Vignesh'), Person('Kuruoglu, Ercan E'), Person('M{\\""u}ller, Klaus-Robert'), Person('Samek, Wojciech'), Person('Nakajima, Shinichi')], [Person('Guo, Chuan'), Person('Frank, Jared S'), Person('Weinberger, Kilian Q')]]","[None, None, None]",urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:c6374c6e-9e5a-3d91-b618-494d4ce1ee24,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:eedf3c20-4c55-389d-9349-f153dac044d6,propose a similar idea - approximating the gradient around the boundary using Monte Carlo algorithm.,"['ilyas2018black', 'khalid2019red', 'liu2019geometry', 'chen2019hopskipjumpattack']","['Black-box adversarial attacks with limited queries and information', 'RED-Attack: Resource Efficient Decision based Attack for Machine Learning', 'A geometry-inspired decision-based attack', 'Hopskipjumpattack: A query-efficient decision-based attack']","[[Person('Ilyas, Andrew'), Person('Engstrom, Logan'), Person('Athalye, Anish'), Person('Lin, Jessy')], [Person('Khalid, Faiq'), Person('Ali, Hassan'), Person('Hanif, Muhammad Abdullah'), Person('Rehman, Semeen'), Person('Ahmed, Rehan'), Person('Shafique, Muhammad')], [Person('Liu, Yujia'), Person('Moosavi-Dezfooli, Seyed-Mohsen'), Person('Frossard, Pascal')], [Person('Chen, Jianbo'), Person('Jordan, Michael I'), Person('Wainwright, Martin J')]]","[None, None, None, None]",urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:c6374c6e-9e5a-3d91-b618-494d4ce1ee24,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:f3ea0930-85a7-362b-ba72-4c0a8efaae27,"proposes to transform the boundary-based output into a continuous metric, so that the score-based attack techniques can be adopted.",['cheng2018query'],['Query-efficient hard-label black-box attack: An optimization-based approach'],"[[Person('Cheng, Minhao'), Person('Le, Thong'), Person('Chen, Pin-Yu'), Person('Yi, Jinfeng'), Person('Zhang, Huan'), Person('Hsieh, Cho-Jui')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f968bdb5-887d-306c-a8b1-06871c26f3ba,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:16476a3b-cec8-3f6e-9db1-1cfa511d75ce,adopts evolution algorithm to achieve the decision-based attack against face recognition system.,['dong2019efficient'],['Efficient Decision-based Black-box Adversarial Attacks on Face Recognition'],"[[Person('Dong, Yinpeng'), Person('Su, Hang'), Person('Wu, Baoyuan'), Person('Li, Zhifeng'), Person('Liu, Wei'), Person('Zhang, Tong'), Person('Zhu, Jun')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f968bdb5-887d-306c-a8b1-06871c26f3ba,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:c49a8bb2-997f-38a2-a767-9f5e9591a743,"In , the authors draw intuition from JPEG codec  image compression techniques and propose to use discrete cosine transform (DCT) for generating low frequency adversarial perturbations to assist score-based adversarial attack.","['guo2018low', 'wallace1992jpeg']","['Low frequency adversarial perturbation', 'The JPEG still picture compression standard']","[[Person('Guo, Chuan'), Person('Frank, Jared S'), Person('Weinberger, Kilian Q')], [Person('Wallace, Gregory K')]]","[None, None]",urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f74375d4-a75e-3e50-a6ac-53705ee085c6,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:6beb2f91-f461-3c24-b27f-f4094d615c9c,AutoZoom  trains an auto-encoder offline with natural images and uses the decoder network as a dimension reduction tool.,['tu2019autozoom'],['Autozoom: Autoencoder-based zeroth order optimization method for attacking black-box neural networks'],"[[Person('Tu, Chun-Chen'), Person('Ting, Paishun'), Person('Chen, Pin-Yu'), Person('Liu, Sijia'), Person('Zhang, Huan'), Person('Yi, Jinfeng'), Person('Hsieh, Cho-Jui'), Person('Cheng, Shin-Ming')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f74375d4-a75e-3e50-a6ac-53705ee085c6,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.00702,urn:uuid:da8bff96-e743-32e2-9b81-b44865db7f1f,"Among manual methods,  tries to achieve obfuscation by instructing humans to either imitate the writing style of some author or just try to hide their own writing style.",['brennan2012adversarial'],['Adversarial stylometry: Circumventing authorship recognition to preserve privacy and anonymity'],"[[Person('Brennan, Michael'), Person('Afroz, Sadia'), Person('Greenstadt, Rachel')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:4f26c58a-31db-3ea3-ab80-7d2d24d2e548,"Among semi-automated methods,  presents a tool called Anonymouth which analyzes the input document using an authorship attribution method and then suggest text-based changes.",['mcdonald2012use'],['Use fewer instances of the letter “i”: Toward writing style anonymization'],"[[Person('McDonald, Andrew WE'), Person('Afroz, Sadia'), Person('Caliskan, Aylin'), Person('Stolerman, Ariel'), Person('Greenstadt, Rachel')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:ead09e05-f280-36e9-911c-5efac10ebd0b,"In order to achieve obfuscation,  uses rule-based text transformations to push the style of input document towards the average style of corpus.",['karadzhov2017case'],['The case for being average: A mediocrity approach to style masking and author obfuscation'],"[[Person('Karadzhov, Georgi'), Person('Mihaylova, Tsvetomila'), Person('Kiprov, Yasen'), Person('Georgiev, Georgi'), Person('Koychev, Ivan'), Person('Nakov, Preslav')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:89eb9aeb-1b8b-3310-a841-20303526b881,"In search-based methods,  uses genetic algorithms (GA) along with an authorship attribution method to identify words in a document, changing which will have the maximum adverse effect on authorship attribution.",['mahmood2019girl'],['A Girl Has No Name: Automated Authorship Obfuscation using Mutant-X'],"[[Person('Mahmood, Asad'), Person('Ahmad, Faizan'), Person('Shafiq, Zubair'), Person('Srinivasan, Padmini'), Person('Zaffar, Fareed')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:1f1eaf56-745e-3038-a984-f05dc1d132d8,tries to achieve obfuscation by increasing the stylistic distance between input document and author's existing text.,['bevendorff2019heuristic'],['Heuristic Authorship Obfuscation'],"[[Person('Bevendorff, Janek'), Person('Potthast, Martin'), Person('Hagen, Matthias'), Person('Stein, Benno')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:5b606dae-c2d4-3376-b819-b471132e4f40,"Apart from these, there are also a couple of model-based approaches  which train a deep learning model to generate obfuscated documents.","['shetty2018a4nt', 'emmery2018style']","['A4NT: author attribute anonymity by adversarial training of neural machine translation', 'Style Obfuscation by Invariance']","[[Person('Shetty, Rakshith'), Person('Schiele, Bernt'), Person('Fritz, Mario')], [Person('Emmery, Chris'), Person('Manjavacas, Enrique'), Person('Chrupa{\\l}a, Grzegorz')]]","[None, None]",urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:9b16a5a7-faa6-3bcd-869b-36a6be1793bd,uses stylometric features to perform obfuscation detection on manually obfuscated documents.,['juola2012detecting'],['Detecting stylistic deception'],"[[Person('Juola, Patrick')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:c5a9adc0-4c22-3ed3-a7d2-e821485d91c6,also performs manual obfuscation detection using stylistic features.,['afroz2012detecting'],"['Detecting hoaxes, frauds, and deception in writing style online']","[[Person('Afroz, Sadia'), Person('Brennan, Michael'), Person('Greenstadt, Rachel')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:de6718d1-c3f8-35de-85c4-46484c74b942,uses stylometric analysis to detect whether a document was generated using text spinners or not.,['shahid2017accurate'],['Accurate detection of automatically spun content via stylometric analysis'],"[[Person('Shahid, Usman'), Person('Farooqi, Shehroze'), Person('Ahmad, Raza'), Person('Shafiq, Zubair'), Person('Srinivasan, Padmini'), Person('Zaffar, Fareed')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:cc8a971a-d0fe-37a5-8d8d-4b2bc22cfb2d,helps humans in detecting whether a given piece of text is written by a human or a particular language model called GPT-2.,['gehrmann2019gltr'],['GLTR: Statistical Detection and Visualization of Generated Text'],"[[Person('Gehrmann, Sebastian'), Person('Strobelt, Hendrik'), Person('Rush, Alexander')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:8a3bf656-2e8d-393a-8bb7-a4cfb57aa694,"They achieve this by extracting probability distribution of words given their context, using a pre-trained GPT-2  and then providing this information to humans.",['radford2019language'],['Language models are unsupervised multitask learners'],"[[Person('Radford, Alec'), Person('Wu, Jeffrey'), Person('Child, Rewon'), Person('Luan, David'), Person('Amodei, Dario'), Person('Sutskever, Ilya')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:0f645d4d-05a9-3e3a-9b4c-669e89e98049,performs neural fake news detection by identifying if the given news article is written by a human or their fake news generation model called GROVER.,['zellers2019defending'],['Defending Against Neural Fake News'],"[[Person('Zellers, Rowan'), Person('Holtzman, Ari'), Person('Rashkin, Hannah'), Person('Bisk, Yonatan'), Person('Farhadi, Ali'), Person('Roesner, Franziska'), Person('Choi, Yejin')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:2fc0b160-bd83-329b-99a9-b5c9e70dcefe,also tries to distinguish between human and language model generated text.,['bakhtin2019real'],['Real or Fake? Learning to Discriminate Machine from Human Generated Text'],"[[Person('Bakhtin, Anton'), Person('Gross, Sam'), Person('Ott, Myle'), Person('Deng, Yuntian'), Person(""Ranzato, Marc'Aurelio""), Person('Szlam, Arthur')]]",[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.14137,urn:uuid:03c0889a-57e8-3e1f-b88d-b882ebd55025,Boundary Attack  is one of the first work that uses final decisions of a classifier to perform blackbox attacks.,['brendel2017decision'],['Decision-based adversarial attacks: Reliable attacks against black-box machine learning models'],"[[Person('Brendel, Wieland'), Person('Rauber, Jonas'), Person('Bethge, Matthias')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:9eb3c66f-54a4-3ccc-abf2-6d1972433ae3,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:009dc301-b5db-31df-bfac-7f5f8c460385,"propose to choose the random perturbation in each step more wisely instead of Gaussian perturbation, using Perlin noise, alpha distribution and DCT respectively.","['brunner2019guessing', 'srinivasan2019black', 'guo2018low']","['Guessing smart: Biased sampling for efficient black-box adversarial attacks', 'Black-Box Decision based Adversarial Attack with Symmetric alpha-stable Distribution', 'Low frequency adversarial perturbation']","[[Person('Brunner, Thomas'), Person('Diehl, Frederik'), Person('Le, Michael Truong'), Person('Knoll, Alois')], [Person('Srinivasan, Vignesh'), Person('Kuruoglu, Ercan E'), Person('M{\\""u}ller, Klaus-Robert'), Person('Samek, Wojciech'), Person('Nakajima, Shinichi')], [Person('Guo, Chuan'), Person('Frank, Jared S'), Person('Weinberger, Kilian Q')]]","[None, None, None]",urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:c6374c6e-9e5a-3d91-b618-494d4ce1ee24,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:eedf3c20-4c55-389d-9349-f153dac044d6,propose a similar idea - approximating the gradient around the boundary using Monte Carlo algorithm.,"['ilyas2018black', 'khalid2019red', 'liu2019geometry', 'chen2019hopskipjumpattack']","['Black-box adversarial attacks with limited queries and information', 'RED-Attack: Resource Efficient Decision based Attack for Machine Learning', 'A geometry-inspired decision-based attack', 'Hopskipjumpattack: A query-efficient decision-based attack']","[[Person('Ilyas, Andrew'), Person('Engstrom, Logan'), Person('Athalye, Anish'), Person('Lin, Jessy')], [Person('Khalid, Faiq'), Person('Ali, Hassan'), Person('Hanif, Muhammad Abdullah'), Person('Rehman, Semeen'), Person('Ahmed, Rehan'), Person('Shafique, Muhammad')], [Person('Liu, Yujia'), Person('Moosavi-Dezfooli, Seyed-Mohsen'), Person('Frossard, Pascal')], [Person('Chen, Jianbo'), Person('Jordan, Michael I'), Person('Wainwright, Martin J')]]","[None, None, None, None]",urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:c6374c6e-9e5a-3d91-b618-494d4ce1ee24,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:f3ea0930-85a7-362b-ba72-4c0a8efaae27,"proposes to transform the boundary-based output into a continuous metric, so that the score-based attack techniques can be adopted.",['cheng2018query'],['Query-efficient hard-label black-box attack: An optimization-based approach'],"[[Person('Cheng, Minhao'), Person('Le, Thong'), Person('Chen, Pin-Yu'), Person('Yi, Jinfeng'), Person('Zhang, Huan'), Person('Hsieh, Cho-Jui')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f968bdb5-887d-306c-a8b1-06871c26f3ba,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:16476a3b-cec8-3f6e-9db1-1cfa511d75ce,adopts evolution algorithm to achieve the decision-based attack against face recognition system.,['dong2019efficient'],['Efficient Decision-based Black-box Adversarial Attacks on Face Recognition'],"[[Person('Dong, Yinpeng'), Person('Su, Hang'), Person('Wu, Baoyuan'), Person('Li, Zhifeng'), Person('Liu, Wei'), Person('Zhang, Tong'), Person('Zhu, Jun')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f968bdb5-887d-306c-a8b1-06871c26f3ba,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:c49a8bb2-997f-38a2-a767-9f5e9591a743,"In , the authors draw intuition from JPEG codec  image compression techniques and propose to use discrete cosine transform (DCT) for generating low frequency adversarial perturbations to assist score-based adversarial attack.","['guo2018low', 'wallace1992jpeg']","['Low frequency adversarial perturbation', 'The JPEG still picture compression standard']","[[Person('Guo, Chuan'), Person('Frank, Jared S'), Person('Weinberger, Kilian Q')], [Person('Wallace, Gregory K')]]","[None, None]",urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f74375d4-a75e-3e50-a6ac-53705ee085c6,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.14137,urn:uuid:6beb2f91-f461-3c24-b27f-f4094d615c9c,AutoZoom  trains an auto-encoder offline with natural images and uses the decoder network as a dimension reduction tool.,['tu2019autozoom'],['Autozoom: Autoencoder-based zeroth order optimization method for attacking black-box neural networks'],"[[Person('Tu, Chun-Chen'), Person('Ting, Paishun'), Person('Chen, Pin-Yu'), Person('Liu, Sijia'), Person('Zhang, Huan'), Person('Yi, Jinfeng'), Person('Hsieh, Cho-Jui'), Person('Cheng, Shin-Ming')]]",[None],urn:uuid:9a7fe2d7-759f-3f82-ad21-e86c3c63214b,urn:uuid:f74375d4-a75e-3e50-a6ac-53705ee085c6,usable_dataset/2005.14137/bibliography.bib
usable_dataset/2005.00702,urn:uuid:da8bff96-e743-32e2-9b81-b44865db7f1f,"Among manual methods,  tries to achieve obfuscation by instructing humans to either imitate the writing style of some author or just try to hide their own writing style.",['brennan2012adversarial'],['Adversarial stylometry: Circumventing authorship recognition to preserve privacy and anonymity'],[[]],[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:4f26c58a-31db-3ea3-ab80-7d2d24d2e548,"Among semi-automated methods,  presents a tool called Anonymouth which analyzes the input document using an authorship attribution method and then suggest text-based changes.",['mcdonald2012use'],['Use fewer instances of the letter “i”: Toward writing style anonymization'],[[]],[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:ead09e05-f280-36e9-911c-5efac10ebd0b,"In order to achieve obfuscation,  uses rule-based text transformations to push the style of input document towards the average style of corpus.",['karadzhov2017case'],['The case for being average: A mediocrity approach to style masking and author obfuscation'],[[]],[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
usable_dataset/2005.00702,urn:uuid:89eb9aeb-1b8b-3310-a841-20303526b881,"In search-based methods,  uses genetic algorithms (GA) along with an authorship attribution method to identify words in a document, changing which will have the maximum adverse effect on authorship attribution.",['mahmood2019girl'],['A Girl Has No Name: Automated Authorship Obfuscation using Mutant-X'],[[]],[None],urn:uuid:69e67307-62d3-35b0-8264-3fea8ae73c5c,urn:uuid:312a08f8-28be-3c89-b6a9-a4b367daa46e,usable_dataset/2005.00702/Asad.bib
