Foldername,sentenceID,sentence,citations,citation_titles,citation_authors,PaperID,ParagraphID,Bibliography used
usable_dataset/0112.02618,urn:uuid:d1ca2f9b-7515-3cad-9fb6-45511e40fa5a,"Within these categories, closest to our work is the intrinsic reward approach in .",['du2019liir'],['Liir: Learning individual intrinsic reward in multi-agent reinforcement learning'],"[[Person('Du, Yali'), Person('Han, Lei'), Person('Fang, Meng'), Person('Liu, Ji'), Person('Dai, Tianhong'), Person('Tao, Dacheng')]]",urn:uuid:5247bc16-88d7-3223-b0e2-27f6abc0c51a,urn:uuid:fd47d63e-dfb5-31fe-a341-b404859f5157,usable_dataset/0112.02618/biblio.bib
usable_dataset/0112.02618,urn:uuid:d28b02b7-d883-3cc7-b71f-cfd8284ad5d8,"Lastly, unlike exploration-based methods e.g., , LIGS ensures preservation of the agents' joint optimal policy for the task.",['mahajan2019maven'],['Maven: Multi-agent variational exploration'],"[[Person('Mahajan, Anuj'), Person('Rashid, Tabish'), Person('Samvelyan, Mikayel'), Person('Whiteson, Shimon')]]",urn:uuid:5247bc16-88d7-3223-b0e2-27f6abc0c51a,urn:uuid:fd47d63e-dfb5-31fe-a341-b404859f5157,usable_dataset/0112.02618/biblio.bib
usable_dataset/1707.00945,urn:uuid:c3c10d3e-bc0c-3094-b2db-d2c70ec28e0f,"A look back at (old) SPARK's history and its success, as well as an initial picture of SPARK 2014 is given by Chapman and Schanda in .",['Chapman2014'],['Are we there yet? 20 Years of industrial theorem proving with SPARK'],"['Chapman, R. and Schanda, F.:']",urn:uuid:368bf77b-8c3d-3f99-9043-6b30eac8354c,urn:uuid:84c9f5c5-d932-3159-bea3-b48be3c292a9,usable_dataset/1707.00945/paper.bbl
usable_dataset/1707.00945,urn:uuid:831164a3-3a1e-35cb-a5cb-b4494a8c8cba,"A small case study with SPARK 2014 is presented in , but at that point multi-threading (Ravenscar) was not yet supported, and floating point numbers have been skipped in the proof.",['Trojanek2014'],['mobile robot navigation algorithms: A case study in SPARK'],"['Trojanek, P. and Eder, K.: {Verification and testing of']",urn:uuid:368bf77b-8c3d-3f99-9043-6b30eac8354c,urn:uuid:84c9f5c5-d932-3159-bea3-b48be3c292a9,usable_dataset/1707.00945/paper.bbl
usable_dataset/1707.00945,urn:uuid:445ff467-2110-373b-b1a4-92ad79b81290,"Larger case studies are summarized by Dross et al. in , with whom we share the opinion of minor usability issues, and that some small amount of developer training is required.",['Dross2014'],['Three Case Studies for SPARK 2014'],"['D. and Moy,  Y.: {Rail and Space, Security:']",urn:uuid:368bf77b-8c3d-3f99-9043-6b30eac8354c,urn:uuid:84c9f5c5-d932-3159-bea3-b48be3c292a9,usable_dataset/1707.00945/paper.bbl
usable_dataset/1707.00945,urn:uuid:79c48323-6a4e-3f18-b370-6992872624f2,"Finally, SPARK 2014 with Ravenscar has recently been announced to be used in the Lunar IceCube  satellite, a successor of the successful CubeSat project that was implemented in SPARK 2005.",['Brandon2016'],['The Use of SPARK in a Complex Spacecraft'],"['Brandon, C. and Chapin, P.:']",urn:uuid:368bf77b-8c3d-3f99-9043-6b30eac8354c,urn:uuid:84c9f5c5-d932-3159-bea3-b48be3c292a9,usable_dataset/1707.00945/paper.bbl
usable_dataset/1811.07945,urn:uuid:462386dc-8cd2-3f1c-8836-c1d195e7d307,"* Image Super-resolution (SR) The term super-resolution (SR) can have different interpretations in different research communities: it can mean upsampling , i.e. starting from the raw image  captured on a limited number of pixels and arriving at an estimate , with a larger number of pixels within the same spatial support; it can also be interpreted as deblurring, where the blur kernel is a low-pass filter with transfer function equal to zero for spatial frequencies above cutoff .","['dong2014learning', 'goodman2005introduction']","['Learning a deep convolutional network for image super-resolution', '']","['C. Dong and C. C. Loy and K. He and X. Tang', 'J. W. Goodman']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:4cdbf73e-a9c9-3726-9a6c-8c775ffb960c,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:0cd0644d-a8c4-3648-8030-cc4f2d5e8607,"An extensive review on non-machine learning based methods of single-image SR (under the upsampling interpretation), is given in .",['yang2014single'],['Single-image super-resolution: A benchmark'],['C.-Y. Yang and C. Ma and M.-H. Yang'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:dbd3385d-708b-3060-8c94-01301fd654e2,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:08d0a675-deb2-3ca0-9b31-151661e51e1f,"To our knowledge,  is the first effort to use DNN in this context.",['dong2014learning'],['Learning a deep convolutional network for image super-resolution'],['C. Dong and C. C. Loy and K. He and X. Tang'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:dbd3385d-708b-3060-8c94-01301fd654e2,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:85ee77d4-d9c6-3662-bbf6-73b55237486c,"are among the important follow-ups, where visually more appealing reconstructions are made possible with the use of perceptual loss and Generative Adversarial Networks(GAN).","['johnson2016perceptual', 'goodfellow2014generative', 'johnson2016perceptual', 'ledig2017photo']","['Perceptual losses for real-time style transfer and super-resolution', 'Generative adversarial nets', 'Perceptual losses for real-time style transfer and super-resolution', 'Photo-realistic single image super-resolution using a generative adversarial network']","['J. Johnson and A. Alahi and L. Fei-Fei', 'I. Goodfellow and J. Pouget-Abadie and M. Mirza and B. Xu and D. Warde-Farley and S. Ozair and  A. Courville and Y. Bengio', 'J. Johnson and A. Alahi and L. Fei-Fei', 'and J. Caballero and A. Cunningham and A. Acosta and  A. P. Aitken and A. Tejani and J. Totz and Z. Wang and et al']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:dbd3385d-708b-3060-8c94-01301fd654e2,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:8f760664-ad72-38e8-8ed8-add6fad49ebb,"To our knowledge, the only prior work using DNNs on deblurring with a hard-cutoff in frequency imposed by the kernel was , where the low-resolution image and high-resolution image within a training pair were captured using two lenses with different numerical apertures (NAs).",['rivenson2017deep'],['Deep learning microscopy'],['and H. G{'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:5b50d685-9c36-3604-a346-8e2b107f51f2,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:cb1c2012-165c-3087-b2de-67d3dfc05671,"Traditional approaches for QPR include the Gerchberg-Saxton (GS) algorithm , digital holography (DH) , phase shifting interferometry , and Transport of Intensity Equation (TIE) .","['gerchberg1972practical', 'goodman1967digital', 'creath1985phase', 'teague1983deterministic']","['A practical algorithm for the determination of phase from image and diffraction plane pictures', 'Digital image formation from electronically detected holograms', 'Phase-shifting speckle interferometry', 'Deterministic phase retrieval: a green’s function solution']","['R. W. Gerchberg', 'J. W. Goodman and R. Lawrence', 'K. Creath', 'M. R. Teague']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:0f84d140-34d5-3bef-834c-f44053a5f817,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:f896c97b-3532-3b93-aece-571650f25c1e,Deep learning was introduced for QPR by Sinha et al  using an end-to-end residual convolutional neural network.,"['sinha2017lensless', 'he2016deep']","['Lensless computational imaging through deep learning', 'Deep residual learning for image recognition']","['A. Sinha and J. Lee and S. Li and G. Barbastathis', 'K. He and X. Zhang and S. Ren and J. Sun']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:c377542f-a007-3bcf-8572-80f15a7635fb,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:63f2abda-08fc-3ea9-8f6d-689e9316529d,"Subsequently, Rivenson et al  proposed a QPR in a DH implementation with a DNN including an approximant: first  an approximate phase reconstruction was obtained using an optical back-propagation method; that reconstruction was then fed into the neural network for further improvement.",['rivenson2018phase'],['Phase recovery and holographic image reconstruction using deep learning in neural networks'],['and D. Teng and A. Ozcan'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:c377542f-a007-3bcf-8572-80f15a7635fb,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:8e071a7f-5ce5-3844-8697-823c801faf5f,Goy et al  further showed that the GS algorithm is a good approximant for the DNN to perform QPR under conditions of low photon flux.,['goy2018low'],['Low photon count phase retrieval using deep learning'],['A. Goy and K. Arthur and S. Li and G. Barbastathis'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:c377542f-a007-3bcf-8572-80f15a7635fb,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:ddf0d98b-ed7f-3c0b-a4e0-ea701b2b4536,"* Perceptual Quality Enhancement  Prior to , it was realized that low-level pixel-wise losses generally encourage finding pixel-wise averages of plausible solutions which tend to be over-smooth.","['li2018spectral', 'gupta2011modified', 'wang2004image', 'wang2003multiscale', 'bruna2015super', 'mathieu2015deep', 'dosovitskiy2016generating']","['Spectral pre-modulation of training examples enhances the spatial resolution of the phase extraction neural network (phenn)', 'A modified psnr metric based on hvs for quality assessment of color images', 'Image quality assessment: from error visibility to structural similarity', 'Multiscale structural similarity for image quality assessment', 'Super-resolution with deep convolutional sufficient statistics', 'Deep multi-scale video prediction beyond mean square error', 'Generating images with perceptual similarity metrics based on deep networks']","['S. Li and G. Barbastathis', 'P. Gupta and P. Srivastava and S. Bhardwaj and V. Bhateja', 'Z. Wang and A. C. Bovik and H. R. Sheikh and E. P. Simoncelli', 'Z. Wang and E. P. Simoncelli and A. C. Bovik', 'J. Bruna and P. Sprechmann and Y. LeCun', 'M. Mathieu and C. Couprie and Y. LeCun', 'A. Dosovitskiy and T. Brox']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:1c77e1be-893e-3226-a1c5-eebde04854db,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:6ecc8058-3b62-3670-a77a-b6cb1d28a9b1,"This strategy was applied to feature inversion by Mahendran et al, to feature visualization by Simonyan et al and Yosinski et al, and to texture synthesis and style transfer by Gatys et al.","['mahendran2015understanding', 'simonyan2013deep', 'yosinski2015understanding', 'gatys2015texture']","['Understanding deep image representations by inverting them', 'Deep inside convolutional networks: Visualising image classification models and saliency maps', 'Understanding neural networks through deep visualization', 'Texture synthesis using convolutional neural networks']","['A. Mahendran and A. Vedaldi', 'K. Simonyan and A. Vedaldi and A. Zisserman', 'J. Yosinski and J. Clune and A. Nguyen and T. Fuchs and H. Lipson', 'L. Gatys and A. S. Ecker and M. Bethge']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:1c77e1be-893e-3226-a1c5-eebde04854db,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:ac136ef5-09b3-31d6-8023-8ab81a308250,Johnson et al is the first work that combines the benefits of the fast rendering of output by a CNN and perceptual loss to train feed-forward convolutional neural networks for style transfer and SR.,['johnson2016perceptual'],['Perceptual losses for real-time style transfer and super-resolution'],['J. Johnson and A. Alahi and L. Fei-Fei'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:1c77e1be-893e-3226-a1c5-eebde04854db,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:f0982557-97af-3d08-8c7d-ff491c2a87f5,"Subsequently, Ledig et al proposed a SR generative adversarial neural network(SRGAN), where the perceptual loss based on high-level feature maps of the VGG-networks and a discriminator, jointly encourage reconstructions to be perceptually indistinguishable from the high resolution images.","['ledig2017photo', 'goodfellow2014generative', 'simonyan2014very']","['Photo-realistic single image super-resolution using a generative adversarial network', 'Generative adversarial nets', 'Very deep convolutional networks for large-scale image recognition']","['and J. Caballero and A. Cunningham and A. Acosta and  A. P. Aitken and A. Tejani and J. Totz and Z. Wang and et al', 'I. Goodfellow and J. Pouget-Abadie and M. Mirza and B. Xu and D. Warde-Farley and S. Ozair and  A. Courville and Y. Bengio', 'K. Simonyan and A. Zisserman']",urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:1c77e1be-893e-3226-a1c5-eebde04854db,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:014b8dae-f66c-3d4d-b0c1-f94ed09b1f4c,"* Dual frequency band reconstruction In 2008, HiLo microscopy  was proposed by Lim et al to enhance the resolution of optical imaging system.",['lim2008wide'],['Wide-field fluorescence sectioning with hybrid speckle and uniform-illumination microscopy'],['D. Lim and K. K. Chu and J. Mertz'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:301b7313-f05f-3f1a-84a1-ed30c000c3d3,usable_dataset/1811.07945/main.bbl
usable_dataset/1811.07945,urn:uuid:b53e2166-2dff-3710-8fe3-360b59601f79,"In 2018, Pan et al proposed a dual convolutional neural network (DualCNN) structure consisting of two branches to solve low-level vision problems.",['Pan_2018_CVPR'],['Learning dual convolutional neural networks for low-level vision'],['J. Pan and S. Liu and D. Sun and J. Zhang and Y. Liu and J. Ren and Z. Li and J. Tang and H. Lu and Y.-W.  Tai and M.-H. Yang'],urn:uuid:88ab0b5e-e6d5-3c69-9a47-cfb5d0dcc3b4,urn:uuid:a877e6ac-a0f6-3724-981a-7cf04ddff9e0,usable_dataset/1811.07945/main.bbl
usable_dataset/1909.07814,urn:uuid:34a285d9-be3e-3683-98a9-a28ab3e536fe,All security is modeled and proved using the simulation paradigm .,"['gmw', 'canetti00']","['How to Play any Mental Game or A Completeness Theorem for Protocols with Honest Majority', 'Security and Composition of Multiparty Cryptographic Protocols']","[[Person('Goldreich, Oded'), Person('Micali, Silvio'), Person('Wigderson, Avi')], [Person('Canetti, Ran')]]",urn:uuid:09f1a299-775b-330d-83a0-15745941a6cb,urn:uuid:4f7046fc-9c2c-30d7-b797-ae38e4c17d42,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:d2aae9df-6c4d-318c-b803-8f2e088f7e37,"Examples include Fairplay , Wysteria , ObliVM , CBMC-GC , SMCL , , Sharemind , EzPC , and SPDZ .","['fairplay', 'wysteria', 'oblivm', 'cbmcgc', 'smcl', 'lambdaps', 'sharemind', 'ezpc', 'spdzcompiler']","['Fairplay - Secure Two-Party Computation System', 'Wysteria: A Programming Language for Generic, Mixed-Mode Multiparty Computations', 'ObliVM: A Programming Framework for Secure Computation', 'Secure two-party computations in ANSI C', 'A domain-specific programming language for secure multiparty computation', 'Information-Flow Control for Programming on Encrypted Data', 'Sharemind: A Framework for Fast Privacy-Preserving Computations', 'EzPC: Programmable and Efficient Secure Two-Party Computation for Machine Learning', 'Generalizing the SPDZ Compiler For Other Protocols']","[[Person('Malkhi, Dahlia'), Person('Nisan, Noam'), Person('Pinkas, Benny'), Person('Sella, Yaron')], [Person('Rastogi, Aseem'), Person('Hammer, Matthew A.'), Person('Hicks, Michael')], [Person('Liu, Chang'), Person('Wang, Xiao Shaun'), Person('Nayak, Kartik'), Person('Huang, Yan'), Person('Shi, Elaine')], [Person('Holzer, Andreas'), Person('Franz, Martin'), Person('Katzenbeisser, Stefan'), Person('Veith, Helmut')], [Person('Nielsen, Janus Dam'), Person('Schwartzbach, Michael I.')], [Person('Mitchell, John C.'), Person('Sharma, Rahul'), Person('Stefan, Deian'), Person('Zimmerman, Joe')], [Person('Bogdanov, Dan'), Person('Laur, Sven'), Person('Willemson, Jan')], [Person('Chandran, Nishanth'), Person('Gupta, Divya'), Person('Rastogi, Aseem'), Person('Sharma, Rahul'), Person('Tripathi, Shardul')], [Person('Araki, Toshinori'), Person('Barak, Assi'), Person('Furukawa, Jun'), Person('Keller, Marcel'), Person('Lindell, Yehuda'), Person('Ohara, Kazuma'), Person('Tsuchida, Hikaru')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:61e72aad-4f42-3a7b-8ecd-91ca78371157,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:efe140d4-7752-3d91-b769-527c2ac33173,PySyft  and TF-Encrypted  are ongoing efforts that also aim to compile DNNs to protocols.,"['pysyft', 'tfe']","['A generic framework for privacy preserving deep learning', 'Private Machine Learning in TensorFlow using Secure Computation']","[[Person('Ryffel, Theo'), Person('Trask, Andrew'), Person('Dahl, Morten'), Person('Wagner, Bobby'), Person('Mancuso, Jason'), Person('Rueckert, Daniel'), Person('Passerat{-}Palmbach, Jonathan')], [Person('Dahl, Morten'), Person('Mancuso, Jason'), Person('Dupis, Yann'), Person('Decoste, Ben'), Person('Giraud, Morgan'), Person('Livingstone, Ian'), Person('Patriquin, Justin'), Person('Uhma, Gavin')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:61e72aad-4f42-3a7b-8ecd-91ca78371157,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:9e90d8f1-3af1-3616-a64e-fa73f4113bfa,"Finally, even with retraining, -generated binary/integer networks suffer significant accuracy loses  whereas Athos matches the accuracy of floating-point models.",['tflite'],['Quantization and Training of Neural Networks for Efficient Integer-Arithmetic-Only Inference'],"[[Person('Jacob, Benoit'), Person('Kligys, Skirmantas'), Person('Chen, Bo'), Person('Zhu, Menglong'), Person('Tang, Matthew'), Person('Howard, Andrew G.'), Person('Adam, Hartwig'), Person('Kalenichenko, Dmitry')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:61e72aad-4f42-3a7b-8ecd-91ca78371157,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:6e7b385c-dee4-3666-82a9-c5923ae03726,Some recent float-to-fixed schemes  show promise by quantizing floating-point models to 8-bit or 16-bit integers.,"['seedot', 'qualcom', 'tflite']","['Compiling KB-Sized Machine Learning Models to Tiny IoT Devices', 'Data-Free Quantization through Weight Equalization and Bias Correction', 'Quantization and Training of Neural Networks for Efficient Integer-Arithmetic-Only Inference']","[[Person('Gopinath, Sridhar'), Person('Ghanathe, Nikhil'), Person('Seshadri, Vivek'), Person('Sharma, Rahul')], [Person('Nagel, Markus'), Person('van Baalen, Mart'), Person('Blankevoort, Tijmen'), Person('Welling, Max')], [Person('Jacob, Benoit'), Person('Kligys, Skirmantas'), Person('Chen, Bo'), Person('Zhu, Menglong'), Person('Tang, Matthew'), Person('Howard, Andrew G.'), Person('Adam, Hartwig'), Person('Kalenichenko, Dmitry')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:61e72aad-4f42-3a7b-8ecd-91ca78371157,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:87e72875-d537-3a3c-88c9-031e0dc197b3,"One could potentially use one of these systems in place of our float-to-fixed component – however, their compatibility with protocols  is unclear.","['aby3', 'securenn']","['ABY\\(^\\mbox3\\): A Mixed Protocol Framework for Machine Learning', 'SecureNN: 3-Party Secure Computation for Neural Network Training']","[[Person('Mohassel, Payman'), Person('Rindal, Peter')], [Person('Wagh, Sameer'), Person('Gupta, Divya'), Person('Chandran, Nishanth')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:61e72aad-4f42-3a7b-8ecd-91ca78371157,usable_dataset/1909.07814/main.bib
usable_dataset/1909.07814,urn:uuid:7584b672-c592-38f7-b294-0adeb3d080ee,"The most relevant to our work are ABY  and SecureNN  that both provide 3-party semi-honest secure computation protocols for a variety of neural network inference and training algorithms, with somewhat similar performance guarantees.","['aby3', 'securenn']","['ABY\\(^\\mbox3\\): A Mixed Protocol Framework for Machine Learning', 'SecureNN: 3-Party Secure Computation for Neural Network Training']","[[Person('Mohassel, Payman'), Person('Rindal, Peter')], [Person('Wagh, Sameer'), Person('Gupta, Divya'), Person('Chandran, Nishanth')]]",urn:uuid:35ff7b37-a712-3efa-972c-90f787724534,urn:uuid:1b3da68a-c7a9-39c7-bcfc-463639fcb032,usable_dataset/1909.07814/main.bib
